Frame,time,X_rot,Y_rot,Z_rot,W_rot,X_bod,Y_bod,Z_bod,X_mkr1,Y_mkr1,Z_mkr1,X_mkr2,Y_mkr2,Z_mkr2,X_mk3,Y_mkr3,Z_mkr3,X_mkr4,Y_mkr4,Z_mkr4
4305,35.875000,0.110277,0.720661,-0.683585,-0.034615,-83.320686,-763.197632,-799.165344,-2.189956,-48.589157,-761.364136,62.500408,-6.702435,-726.272278,120.791954,-36.564808,-732.906616,65.523087,-128.010376,-795.840393
4306,35.883333,0.102154,0.722859,-0.682726,-0.030419,-71.476341,-766.558838,-800.994690,-3.207686,-50.815430,-760.642700,61.238861,-7.789263,-725.912231,119.942841,-36.644451,-732.743591,66.029053,-128.810287,-795.892090
4307,35.891667,0.091334,0.726101,-0.680934,-0.027634,-58.391525,-769.819702,-804.304932,-4.241095,-53.005764,-759.446838,59.760677,-9.239373,-724.991760,119.363815,-36.786423,-732.848206,66.521461,-129.530807,-795.980530
4308,35.900000,0.085198,0.728766,-0.678962,-0.025549,-50.158268,-771.643799,-808.177551,-4.377408,-54.637497,-759.225647,59.219807,-10.175129,-724.595276,119.085136,-36.973938,-732.828857,66.872261,-129.935028,-796.281189
4309,35.908333,0.084945,0.731505,-0.676134,-0.022961,-47.209660,-772.303345,-813.778198,-4.656901,-55.385658,-759.393738,58.518543,-11.127435,-724.032166,118.705688,-37.568680,-732.281982,67.067017,-130.234680,-796.662903
4310,35.916667,0.086125,0.732716,-0.674701,-0.022088,-47.608616,-772.455872,-816.472412,-5.014834,-55.710300,-759.450317,57.954750,-11.697616,-723.499634,118.571091,-38.076042,-732.009521,66.938065,-130.586411,-796.684631
4311,35.925000,0.085600,0.732443,-0.675050,-0.022533,-47.775726,-772.885498,-815.630432,-5.178211,-56.099976,-759.286926,57.776253,-11.992966,-723.333496,118.464691,-38.415936,-732.009033,66.682457,-130.957764,-796.464050
4312,35.933333,0.081973,0.732767,-0.675190,-0.021252,-43.232346,-774.072998,-815.193115,-5.540590,-56.948727,-758.877808,57.041862,-12.463656,-722.916748,118.095940,-38.477150,-732.018311,66.751442,-131.411407,-796.254211
4313,35.941667,0.078456,0.732895,-0.675555,-0.018278,-37.148396,-775.554688,-814.343140,-6.030279,-58.160221,-758.483459,56.242649,-12.985283,-722.809875,117.275398,-38.434467,-731.671692,66.930710,-131.860245,-795.894775
4314,35.950000,0.071627,0.733539,-0.675679,-0.015767,-28.397968,-777.406006,-813.713867,-7.028643,-59.753578,-757.409241,55.353092,-13.673479,-722.492188,116.585281,-38.326992,-731.349182,67.206001,-132.370895,-795.528992
4315,35.958333,0.062649,0.736184,-0.673768,-0.012048,-16.379751,-779.467651,-816.500183,-7.779002,-61.831211,-756.033752,53.710857,-14.835395,-720.971375,115.562401,-38.352379,-730.527832,67.283157,-132.867584,-794.900085
4316,35.966667,0.051979,0.739950,-0.670581,-0.009680,-3.882144,-781.212952,-821.484741,-8.540415,-64.214546,-754.015869,52.607906,-16.306431,-719.312561,114.652527,-38.532894,-729.523621,67.546181,-133.314011,-794.406860
4317,35.975000,0.040713,0.747263,-0.663244,-0.006878,9.749264,-782.049316,-833.861084,-9.089869,-66.814293,-751.537170,51.147568,-18.297279,-716.378235,113.596878,-39.096027,-727.746033,67.844254,-133.517075,-794.114624
4318,35.983333,0.030132,0.754078,-0.656049,-0.007662,19.073378,-782.056030,-845.898132,-9.520107,-69.137794,-748.856079,50.958858,-20.020758,-713.968628,113.156403,-39.851009,-726.185242,67.952415,-133.502060,-793.973938
4319,35.991667,0.022760,0.761695,-0.647465,-0.009591,23.947180,-780.986084,-860.196472,-9.577975,-70.765343,-746.409180,50.426338,-22.041161,-710.798157,113.174721,-40.927830,-724.504822,67.612854,-133.371338,-793.701294
4320,36.000000,0.017827,0.768896,-0.638996,-0.012905,24.720003,-779.338867,-873.912903,-9.947861,-72.011086,-743.744507,50.520615,-23.772947,-707.948364,112.893127,-42.223324,-722.508667,67.046524,-133.201172,-793.400940
4321,36.008333,0.013416,0.775865,-0.630580,-0.014925,26.286331,-777.258606,-887.572021,-10.070446,-73.025513,-741.636353,49.938362,-25.366608,-704.910339,112.839241,-43.326397,-720.815491,66.600601,-132.999207,-793.211609
4322,36.016667,0.009597,0.780581,-0.624749,-0.017042,27.258896,-775.768982,-896.879211,-10.287208,-73.994759,-740.004761,50.026737,-26.605667,-702.997131,112.841408,-44.162529,-719.689209,66.281624,-132.829056,-793.000488
4323,36.025000,0.007102,0.784536,-0.619806,-0.017103,29.085564,-774.349670,-904.659607,-10.654581,-74.842613,-738.548523,49.874962,-27.588549,-701.789673,112.364845,-44.818409,-718.192932,66.105133,-132.610992,-792.877502
4324,36.033333,0.005294,0.787522,-0.616014,-0.017546,30.001728,-773.045532,-910.708740,-10.808647,-75.160378,-737.833740,49.273708,-28.324766,-700.181946,112.518669,-45.142788,-717.623962,65.919159,-132.396606,-792.649719
4325,36.041667,0.007323,0.788811,-0.614329,-0.018001,27.629244,-772.254395,-913.099121,-10.814678,-75.113815,-737.316528,49.841553,-28.441715,-699.855835,112.245171,-45.473846,-716.581970,65.646774,-132.093414,-792.324524
4326,36.050000,0.006478,0.792531,-0.609503,-0.018953,26.970293,-770.099548,-920.513977,-10.950745,-75.002312,-736.157166,49.320095,-28.998196,-697.943604,112.099709,-45.795189,-715.491760,65.344788,-131.641342,-792.085022
4327,36.058333,0.005289,0.795756,-0.605170,-0.022656,23.748005,-767.925720,-926.763977,-11.057724,-74.834770,-734.499146,49.856659,-29.358198,-696.549744,112.384140,-46.162136,-714.392334,64.860657,-130.972229,-791.716492
4328,36.066667,0.003472,0.800137,-0.599155,-0.027963,19.254230,-764.828125,-935.518127,-11.024822,-74.546410,-732.566223,50.435013,-30.004311,-694.411804,113.036972,-46.661915,-713.369141,64.248619,-130.118576,-791.287842
4329,36.075000,0.003376,0.806237,-0.590694,-0.032414,14.108177,-760.296936,-948.004028,-10.705976,-74.196671,-730.490112,51.043926,-30.791277,-691.741882,113.355080,-47.447277,-711.584900,63.665154,-129.084351,-790.955200
4330,36.083333,0.001130,0.811721,-0.582714,-0.039399,7.853929,-755.818176,-958.858276,-10.541633,-73.991135,-727.612244,52.076546,-31.691425,-689.085205,114.044624,-48.277138,-709.922974,62.907524,-128.044449,-790.253906
4331,36.091667,-0.001489,0.817621,-0.573946,-0.045607,2.598282,-750.812805,-970.514893,-10.272253,-73.901329,-724.515625,52.741253,-32.755482,-685.873901,114.667572,-49.146370,-707.988647,62.219440,-127.032501,-789.329590
4332,36.100000,-0.003990,0.822498,-0.566368,-0.052034,-2.837300,-746.193359,-979.929016,-9.692096,-73.857513,-721.441895,54.106468,-33.594532,-683.144714,115.325348,-49.880306,-706.067505,61.690632,-126.104713,-788.372498
4333,36.108333,-0.007742,0.825772,-0.560809,-0.059452,-8.371961,-742.732605,-985.820312,-9.017184,-73.884315,-718.527405,55.391056,-34.337372,-680.588928,116.296700,-50.398563,-704.796875,60.984467,-125.339348,-787.054382
4334,36.116667,-0.009770,0.828845,-0.555690,-0.064261,-12.430385,-739.416138,-991.406433,-8.506360,-73.806839,-715.954346,56.363422,-34.869823,-678.442993,116.778954,-50.885586,-703.239441,60.643250,-124.723412,-786.072388
4335,36.125000,-0.010158,0.830833,-0.552205,-0.068438,-16.913414,-736.800964,-994.858765,-8.115030,-73.361412,-714.063721,57.291393,-35.077164,-676.822571,117.466576,-51.194817,-702.190857,60.486492,-124.132881,-785.243164
4336,36.133333,-0.008281,0.831230,-0.551162,-0.072169,-22.506275,-735.416077,-994.767639,-7.664796,-72.648628,-712.828552,58.293728,-34.865913,-675.894653,118.102577,-51.360886,-701.344971,60.248402,-123.708519,-784.355286
4337,36.141667,-0.005399,0.831291,-0.550803,-0.074446,-27.253723,-734.410278,-993.986755,-7.176672,-71.823822,-711.882080,59.053574,-34.428318,-675.145264,118.259949,-51.441586,-700.325195,60.080406,-123.395309,-783.551392
4338,36.150000,-0.004461,0.830289,-0.551826,-0.078019,-31.688881,-734.325684,-990.866211,-6.719400,-71.062378,-710.820862,59.898911,-33.865067,-674.625488,119.042320,-51.340225,-700.054016,59.982594,-123.139435,-782.708923
4339,36.158333,-0.003025,0.830114,-0.551723,-0.080648,-35.516708,-733.530090,-989.655151,-6.173191,-70.324188,-709.771851,60.852940,-33.400337,-673.994690,119.426689,-51.252296,-699.301514,59.979214,-122.826767,-782.016846
4340,36.166667,-0.002023,0.829540,-0.551905,-0.085206,-41.210091,-732.727844,-987.350281,-5.500907,-69.521744,-708.511536,62.040173,-32.928322,-673.296509,120.012642,-51.174545,-698.716125,59.641968,-122.388634,-780.976196
4341,36.175000,-0.001243,0.830778,-0.549408,-0.089203,-46.296783,-730.216492,-989.089966,-4.936697,-68.720535,-706.709412,63.225708,-32.559113,-672.068665,120.382500,-51.250843,-697.493469,59.506432,-121.691292,-780.189941
4342,36.183333,0.002260,0.832568,-0.546093,-0.092777,-53.105652,-726.688965,-992.017334,-3.934798,-67.587532,-705.133667,64.453873,-32.333035,-670.567017,120.546181,-51.418766,-695.687683,59.244770,-120.724983,-779.191589
4343,36.191667,0.004491,0.834008,-0.542650,-0.099705,-62.560707,-722.597656,-993.985046,-3.084915,-66.208191,-702.859436,66.494881,-31.823893,-669.401978,121.298279,-51.541103,-694.322205,58.944622,-119.586601,-778.177856
4344,36.200000,0.006614,0.835130,-0.539346,-0.107797,-73.231163,-718.352234,-995.309753,-2.192088,-64.589561,-700.386841,68.595650,-31.313505,-668.032532,122.568199,-51.775463,-693.495972,58.582348,-118.402115,-777.139587
4345,36.208333,0.007469,0.836483,-0.535429,-0.116430,-83.704491,-713.889771,-997.161743,-1.645951,-63.160343,-697.538452,70.385895,-31.086945,-666.499207,123.885406,-52.191887,-692.827209,58.164078,-117.328835,-776.229553
4346,36.216667,0.006168,0.836292,-0.533987,-0.124240,-91.230400,-711.574036,-995.719116,-0.961378,-61.925827,-695.603271,71.480484,-30.965899,-664.855713,125.853508,-52.073711,-693.378540,57.860008,-116.520576,-775.176575
4347,36.225000,0.006482,0.836716,-0.532454,-0.127891,-95.256546,-709.464783,-996.099976,-0.269018,-61.045757,-694.376587,72.507362,-30.574844,-663.948059,126.700653,-51.958626,-693.097107,58.041206,-115.832558,-774.709595
4348,36.233333,0.008040,0.834935,-0.534265,-0.131830,-100.143082,-709.324585,-991.488464,0.763979,-60.031860,-694.293518,73.378418,-30.025528,-663.497498,127.968010,-51.585785,-693.422119,57.942501,-115.435066,-773.779907
4349,36.241667,0.010236,0.833811,-0.535481,-0.133842,-103.390587,-708.919006,-988.717346,1.579239,-59.079731,-694.092468,74.246414,-29.220684,-663.356079,128.663696,-51.371006,-693.462830,58.281780,-115.096649,-773.484741
4350,36.250000,0.013642,0.831386,-0.538303,-0.137265,-108.945526,-709.011536,-983.021484,2.701633,-57.881855,-694.387207,75.306252,-28.325785,-663.579651,129.594666,-51.059322,-693.798401,58.322659,-114.843834,-772.977783
4351,36.258333,0.020000,0.828114,-0.542142,-0.141100,-117.178001,-708.923950,-975.544922,3.907425,-56.431923,-694.933899,76.574516,-27.137756,-664.075317,130.176575,-50.957016,-693.858093,58.132896,-114.604080,-772.285706
4352,36.266667,0.026646,0.825046,-0.545595,-0.144622,-125.411751,-708.318359,-968.742126,5.107313,-54.836662,-695.281982,78.070145,-25.922356,-664.696411,130.675598,-50.817841,-693.831482,58.018955,-114.282684,-771.759705
4353,36.275000,0.033172,0.822770,-0.547903,-0.147485,-132.873779,-706.902954,-963.940918,6.363717,-53.237598,-695.580017,79.533356,-24.757542,-665.096008,131.204437,-50.650436,-693.727295,58.116222,-113.798584,-771.435303
4354,36.283333,0.037390,0.819739,-0.550637,-0.153064,-141.524704,-705.597900,-957.016907,7.441434,-51.570335,-695.397644,81.059021,-23.708204,-665.337952,132.443115,-50.380424,-694.150391,57.860405,-113.170128,-770.631165
4355,36.291667,0.041208,0.818338,-0.550890,-0.158569,-149.858246,-702.792969,-953.983582,8.545796,-49.988110,-695.118530,82.552460,-22.966084,-665.177429,133.644424,-50.284698,-694.444031,57.767410,-112.305496,-770.167664
4356,36.300000,0.045660,0.817728,-0.549918,-0.163787,-158.394638,-699.007080,-952.940674,9.793292,-48.415451,-694.860413,84.127670,-22.391754,-664.996643,134.906815,-50.334549,-694.594482,57.773212,-111.296120,-769.875549
4357,36.308333,0.047370,0.817272,-0.548658,-0.169699,-165.626266,-695.656555,-951.928589,10.646121,-46.978107,-694.217773,85.467407,-21.916365,-664.639343,136.370880,-50.336857,-695.140930,57.700073,-110.326096,-769.569885
4358,36.316667,0.047346,0.816429,-0.547533,-0.177228,-173.442871,-692.318909,-949.578796,10.304605,-45.139069,-692.394958,86.974670,-21.288996,-664.798706,137.818970,-50.344257,-695.671875,57.620117,-109.431229,-769.395630
4359,36.325000,0.052807,0.815370,-0.547513,-0.180587,-180.747116,-688.951721,-948.019958,11.211656,-43.347099,-692.541443,88.033363,-20.624805,-664.951294,138.600906,-50.265743,-695.941895,57.730743,-108.623848,-769.428955
4360,36.333333,0.057672,0.813424,-0.548929,-0.183553,-186.809006,-686.731506,-944.713806,12.383549,-41.846157,-693.291321,89.250946,-19.777100,-665.491699,139.711884,-50.009670,-696.541748,57.892532,-107.927483,-769.493408
4361,36.341667,0.064095,0.810161,-0.552333,-0.185633,-193.177216,-685.457581,-938.561157,13.615236,-40.362988,-694.203552,90.217827,-18.715418,-666.139771,140.292145,-49.825809,-696.829285,57.859295,-107.521561,-769.146545
4362,36.350000,0.066596,0.807967,-0.554430,-0.188049,-197.166962,-684.625000,-934.131592,13.713051,-39.188339,-694.125122,91.057060,-17.789034,-666.828186,140.778275,-49.622398,-697.214050,58.000320,-107.203827,-769.130493
4363,36.358333,0.072405,0.804445,-0.558263,-0.189653,-202.594147,-683.846252,-927.733887,14.474596,-37.908813,-695.138794,92.174049,-16.632362,-668.126648,140.973816,-49.487701,-697.428345,58.072296,-106.986511,-769.163330
4364,36.366667,0.077265,0.800680,-0.562447,-0.191299,-207.414551,-683.502197,-920.705566,14.949340,-36.677059,-695.974976,93.186874,-15.492661,-669.553467,140.889572,-49.296375,-697.585938,58.141415,-106.871674,-769.228577
4365,36.375000,0.086058,0.795927,-0.567945,-0.191138,-213.241043,-682.764954,-912.754333,16.131544,-35.174931,-697.881836,93.815323,-14.231655,-670.817810,141.061279,-48.935490,-698.141785,58.233055,-106.847351,-769.259094
4366,36.383333,0.093242,0.789964,-0.574622,-0.192542,-219.339905,-682.296021,-902.121399,16.985285,-33.180561,-699.713989,94.791199,-12.781164,-672.496826,141.849091,-48.273842,-699.419922,58.368740,-106.793610,-769.305725
4367,36.391667,0.101732,0.783772,-0.581401,-0.193194,-225.778259,-681.381958,-891.641663,17.897184,-31.287130,-701.795349,95.733604,-11.181120,-674.234009,142.229767,-47.665424,-700.352417,58.493229,-106.661842,-769.322021
4368,36.400000,0.102010,0.778591,-0.587595,-0.195249,-227.199249,-682.541443,-881.100037,18.303671,-29.743317,-702.816467,96.463547,-9.627512,-675.789429,143.761856,-46.577427,-702.451721,58.659672,-106.458191,-769.290894
4369,36.408333,0.104317,0.773771,-0.593048,-0.196700,-229.738480,-682.552917,-871.871643,18.843145,-28.157232,-703.877258,97.190804,-8.102551,-677.296997,144.316925,-45.723362,-703.518188,58.845806,-106.121223,-769.282593
4370,36.416667,0.108343,0.767986,-0.599063,-0.198953,-234.083984,-681.650879,-861.324158,19.973238,-26.397867,-705.269653,98.684235,-6.434373,-679.297119,145.224289,-44.826252,-704.729919,59.147217,-105.726616,-769.363159
4371,36.425000,0.111587,0.763558,-0.603483,-0.200839,-237.900925,-680.492065,-853.190552,20.595451,-24.858656,-706.073975,99.336723,-5.254419,-680.270569,145.905136,-44.173748,-705.669189,59.179260,-105.302872,-769.060730
4372,36.433333,0.114954,0.759041,-0.607744,-0.203197,-242.267288,-678.979004,-844.984985,21.354832,-23.398333,-706.907715,100.227936,-4.120330,-681.390137,146.656693,-43.685711,-706.592529,59.165733,-104.954811,-768.837097
4373,36.441667,0.118582,0.755069,-0.611333,-0.205135,-246.432938,-677.343933,-838.166504,22.103659,-22.241112,-707.736023,101.194283,-3.245875,-682.629028,147.227386,-43.389217,-707.234070,59.269753,-104.695465,-768.839233
4374,36.450000,0.121250,0.752482,-0.613789,-0.205750,-248.731918,-676.339355,-834.063782,22.567720,-21.472317,-708.567566,101.685852,-2.546643,-683.539795,147.642960,-43.157108,-707.799500,59.438274,-104.512383,-769.040955
4375,36.458333,0.123677,0.750164,-0.615977,-0.206228,-250.738617,-675.624512,-830.528564,22.748211,-20.978785,-709.241150,102.395943,-2.018351,-684.734680,147.840042,-43.172062,-708.092712,59.676960,-104.451523,-769.366516
4376,36.466667,0.128774,0.749137,-0.616768,-0.204468,-253.107605,-674.169556,-830.671448,23.090578,-20.369722,-710.307800,102.374687,-1.670614,-685.364258,147.599716,-43.278049,-708.075012,59.958050,-104.501350,-769.840759
4377,36.475000,0.133196,0.744633,-0.621186,-0.204717,-256.359161,-673.353821,-823.735718,23.558418,-19.773993,-711.822937,103.263390,-0.976969,-687.223755,147.784317,-43.323559,-708.657410,60.147507,-104.704582,-770.224609
4378,36.483333,0.137464,0.742455,-0.623567,-0.202553,-257.713257,-673.020874,-821.485046,23.636009,-19.392199,-713.064758,103.075478,-0.495636,-688.308228,147.186722,-43.482658,-708.739441,60.440708,-105.032890,-770.768250
4379,36.491667,0.140585,0.737749,-0.628905,-0.201098,-258.699341,-673.632935,-813.695007,23.634510,-18.935959,-714.574585,103.034904,0.193800,-690.062500,147.035294,-43.325901,-709.502502,60.515228,-105.503677,-770.924927
4380,36.500000,0.146121,0.730320,-0.636839,-0.199292,-261.210388,-673.745544,-801.498413,23.829216,-18.350641,-716.604797,103.321732,1.369849,-692.442017,146.195496,-43.260372,-709.625122,60.596054,-106.083267,-770.939270
4381,36.508333,0.148640,0.722369,-0.645881,-0.197298,-261.113342,-675.139709,-787.350525,23.792742,-17.813480,-718.653564,103.261177,2.637206,-695.145508,145.794907,-42.802814,-710.651733,60.681149,-106.755508,-770.898438
4382,36.516667,0.143689,0.713954,-0.656694,-0.195899,-254.748734,-679.062744,-769.961975,24.144493,-16.937868,-721.576416,102.654282,3.954417,-697.667053,148.856598,-40.174450,-716.411743,60.725555,-107.495560,-770.597046
4383,36.525000,0.137150,0.704481,-0.668411,-0.195252,-247.312576,-683.116150,-750.036682,24.027205,-16.442263,-723.935364,102.067551,5.370247,-700.439880,150.078857,-38.577820,-719.793823,60.882416,-108.265923,-770.317200
4384,36.533333,0.131638,0.694506,-0.679757,-0.195611,-241.454788,-685.715271,-729.725708,23.623539,-16.048155,-726.004211,102.017975,6.769403,-703.722107,151.223221,-37.087177,-723.156067,61.077091,-109.007019,-770.151672
4385,36.541667,0.130059,0.684970,-0.690216,-0.193654,-237.314194,-687.058594,-711.762756,23.476810,-15.872414,-728.343079,101.127548,7.691046,-705.939575,151.488098,-35.995022,-725.372742,61.106606,-109.792564,-769.754028
4386,36.550000,0.128141,0.677812,-0.698433,-0.190635,-232.084686,-688.847229,-698.447632,23.091757,-15.982727,-730.163025,100.665642,8.618282,-708.566467,151.568954,-35.038887,-727.193359,61.450733,-110.576881,-769.784851
4387,36.558333,0.126160,0.671863,-0.705319,-0.187643,-227.135040,-690.587280,-687.240234,22.464083,-16.422258,-731.544861,99.572998,8.943497,-710.056396,151.465790,-34.371201,-728.663208,61.507038,-111.328011,-769.557312
4388,36.566667,0.125642,0.666388,-0.711395,-0.184549,-223.407593,-691.666687,-677.677795,22.281448,-16.844950,-733.235046,99.014267,9.209105,-711.783813,151.554199,-33.845871,-730.181580,61.674088,-112.137711,-769.535217
4389,36.575000,0.125023,0.662511,-0.715924,-0.181385,-219.954422,-693.010559,-670.809204,21.741642,-17.486671,-734.278625,97.848885,9.123082,-712.704163,151.119232,-33.632710,-730.992065,61.633377,-112.938721,-769.462952
4390,36.583333,0.124963,0.658783,-0.720055,-0.178635,-217.432404,-693.978577,-664.445984,21.260777,-18.102325,-735.427795,97.380974,9.127199,-714.172974,150.843201,-33.566216,-731.909729,61.569901,-113.789093,-769.370789
4391,36.591667,0.126920,0.655514,-0.723488,-0.175381,-216.313416,-694.271912,-659.937805,21.252762,-18.604568,-737.073853,96.925583,8.985630,-715.467957,150.450012,-33.676731,-732.597290,61.773869,-114.557549,-769.720398
4392,36.600000,0.126626,0.653709,-0.725847,-0.172558,-213.620605,-695.643005,-657.230896,20.592739,-19.292614,-737.945129,96.412292,8.788636,-716.728394,150.053711,-33.852772,-733.263306,61.984371,-115.331711,-770.178894
4393,36.608333,0.128514,0.649382,-0.729941,-0.170213,-213.400620,-695.329956,-650.587402,20.471128,-19.744970,-739.359863,95.972534,8.647101,-718.188904,149.629395,-34.014473,-734.028442,61.763515,-116.202812,-769.990112
4394,36.616667,0.131502,0.644242,-0.734675,-0.167070,-213.755020,-694.608948,-642.875305,20.127871,-20.224749,-740.699585,95.306641,8.477785,-719.608704,149.009109,-34.081127,-734.720825,61.377941,-117.120209,-769.588074
4395,36.625000,0.134356,0.636199,-0.742050,-0.162979,-212.397675,-693.145935,-630.757935,20.366276,-20.710867,-742.896729,94.123550,8.333493,-720.994507,148.485413,-34.018845,-735.767578,61.301620,-118.077049,-769.468384
4396,36.633333,0.134964,0.630457,-0.747790,-0.158489,-209.047104,-693.245239,-621.745300,19.925198,-21.403677,-744.592285,93.083244,8.286979,-722.611755,147.832123,-33.776623,-736.833618,61.412010,-119.029739,-769.476440
4397,36.641667,0.135152,0.625949,-0.752522,-0.153727,-205.452560,-693.976013,-614.631287,19.288845,-22.307520,-746.121582,91.810524,8.146371,-724.033813,146.953049,-33.661499,-737.688599,61.555069,-120.046722,-769.575317
4398,36.650000,0.133351,0.623351,-0.755995,-0.148738,-199.956619,-696.223145,-610.000488,18.116703,-23.472935,-747.105774,90.920189,8.072803,-726.114014,145.974747,-33.531246,-738.451416,61.761353,-121.060585,-769.762756
4399,36.658333,0.130355,0.619592,-0.760494,-0.144095,-193.613510,-698.313049,-602.714783,16.668997,-24.854687,-747.857117,89.397903,7.733337,-727.379517,144.997803,-33.355480,-739.328552,61.525871,-122.109428,-769.357910
4400,36.666667,0.128321,0.614913,-0.765412,-0.139858,-188.444534,-699.325256,-594.310120,15.617421,-25.986725,-748.858398,88.092293,7.488169,-728.876892,144.143600,-33.187408,-740.286804,61.274158,-123.116753,-768.924744
4401,36.675000,0.124618,0.611891,-0.769094,-0.136211,-182.165314,-701.252625,-588.045532,14.357177,-27.237324,-749.416443,86.768013,7.251022,-730.203552,143.530334,-32.949684,-741.335999,61.206203,-124.043343,-768.682861
4402,36.683333,0.121711,0.609778,-0.771896,-0.132420,-176.547104,-703.138855,-583.723145,13.285398,-28.309889,-750.046326,85.758926,7.080266,-731.529846,142.705536,-32.816288,-742.105347,61.299454,-124.825661,-768.684509
4403,36.691667,0.117629,0.608010,-0.774432,-0.129394,-170.453903,-705.254272,-579.337097,11.949410,-29.479099,-750.194885,84.440811,6.690384,-732.305176,141.704758,-32.744545,-742.554688,61.061184,-125.596107,-768.335876
4404,36.700000,0.115352,0.605772,-0.777034,-0.126302,-165.929718,-706.423645,-575.129883,10.986131,-30.416649,-750.699585,83.470978,6.454074,-733.301636,141.096405,-32.648479,-743.267883,60.968983,-126.255379,-768.297363
4405,36.708333,0.110414,0.604943,-0.778850,-0.123473,-159.030426,-708.922668,-572.335449,9.319994,-31.635550,-750.332520,82.233925,6.201823,-733.961792,140.464661,-32.524456,-743.993164,60.893951,-126.895592,-768.359863
4406,36.716667,0.104506,0.606485,-0.779002,-0.120046,-151.053497,-713.004456,-572.916260,7.448105,-33.039402,-749.723022,80.854897,5.818849,-734.518799,139.200500,-32.480431,-744.094299,60.652184,-127.603722,-768.230591
4407,36.725000,0.099649,0.606358,-0.780322,-0.116177,-143.651199,-716.123718,-571.324341,5.616450,-34.418419,-749.405701,79.706665,5.700403,-735.609375,138.315369,-32.188652,-744.728271,60.519043,-128.313293,-768.117249
4408,36.733333,0.090941,0.606359,-0.782033,-0.111725,-131.615829,-720.287354,-568.849976,3.438442,-36.055588,-748.775635,77.329834,5.153074,-735.812561,136.984436,-31.977766,-745.081116,60.513214,-129.091171,-767.975769
4409,36.741667,0.083019,0.604224,-0.785171,-0.107364,-119.904366,-723.051208,-563.453369,1.832609,-37.836094,-748.575317,75.645882,4.815464,-736.812805,135.428864,-31.562340,-745.498657,60.691540,-130.001282,-767.872986
4410,36.750000,0.077056,0.601303,-0.788683,-0.102354,-109.634979,-724.820862,-557.486206,0.705291,-39.430286,-748.833130,73.992134,4.516355,-737.887756,134.122971,-31.040689,-746.313721,60.904648,-130.859848,-767.723450
4411,36.758333,0.074499,0.599276,-0.791301,-0.095712,-101.892487,-726.333069,-553.834778,0.084804,-40.636452,-749.575073,71.860298,4.014996,-738.330322,133.032654,-30.656965,-747.133423,61.139153,-131.619843,-767.554565
4412,36.766667,0.074256,0.594672,-0.795302,-0.091355,-98.229889,-725.391052,-546.518921,-0.220416,-41.591251,-750.651611,70.835754,3.803406,-739.580444,132.380905,-30.406244,-748.119507,61.087315,-132.293503,-767.184753
4413,36.775000,0.075189,0.589976,-0.799140,-0.087470,-96.231697,-723.799316,-539.365662,-0.553885,-42.161781,-751.730896,69.926071,3.654192,-740.784424,131.243713,-30.319471,-748.387329,61.070866,-132.858582,-766.928040
4414,36.783333,0.075955,0.585257,-0.802890,-0.084102,-94.529633,-722.057922,-532.153259,-0.935940,-42.791161,-752.748108,69.110336,3.493403,-741.945190,130.264572,-30.240814,-748.844299,60.949745,-133.337021,-766.539185
4415,36.791667,0.077585,0.580282,-0.806758,-0.079965,-93.289421,-720.009888,-524.776794,-1.237332,-43.408836,-753.964417,67.745369,3.174411,-742.530090,129.773529,-30.031225,-749.588684,60.775284,-133.835403,-766.090942
4416,36.800000,0.078913,0.575698,-0.810313,-0.075748,-91.783844,-718.231995,-517.810730,-1.695014,-44.118488,-754.841614,66.488113,2.944172,-743.093445,128.630722,-29.938662,-749.657593,60.579044,-134.361374,-765.465149
4417,36.808333,0.079442,0.572787,-0.812731,-0.071216,-89.304543,-717.678650,-513.270386,-2.251440,-45.010891,-755.466492,65.051109,2.492813,-743.283020,127.663803,-29.759644,-749.716309,60.370903,-134.893326,-764.939270
4418,36.816667,0.077853,0.571775,-0.813990,-0.066578,-84.387054,-718.745972,-511.356964,-3.132906,-46.180962,-755.702881,63.706383,2.033573,-743.539917,126.571732,-29.788839,-749.663696,60.506844,-135.524155,-764.845581
4419,36.825000,0.077141,0.570435,-0.815406,-0.061359,-80.051994,-719.652161,-509.033844,-3.812976,-47.549950,-756.224365,62.164352,1.374678,-743.465454,125.667542,-29.720097,-749.673767,60.382362,-136.235214,-764.422607
4420,36.833333,0.073853,0.571383,-0.815492,-0.055138,-72.020607,-722.596619,-509.777679,-4.686665,-49.236340,-756.313843,60.389030,0.483298,-743.037659,124.353287,-29.628407,-749.539246,60.682720,-137.093735,-764.387329
4421,36.841667,0.069512,0.572358,-0.815569,-0.049212,-63.042999,-725.714600,-510.268463,-5.720592,-51.144588,-756.127563,58.882622,-0.393157,-743.064636,122.957001,-29.635071,-749.328613,60.933388,-138.011353,-764.226379
4422,36.850000,0.062908,0.573170,-0.815845,-0.043765,-51.805328,-728.842712,-510.028137,-6.825809,-53.265232,-755.466003,57.026623,-1.326610,-742.720032,121.802124,-29.499601,-749.341125,61.237110,-138.923218,-764.006042
4423,36.858333,0.057172,0.574796,-0.815383,-0.038625,-41.584671,-732.060120,-511.428131,-7.570599,-55.062592,-754.902039,55.405357,-2.296057,-742.232422,120.362732,-29.540710,-749.052307,61.750462,-139.812790,-763.996948
